page_id,revision_id,simple_vandalism
1806,31205733,V
1806,31209211,V
1806,31228403,V
1806,31249104,V
1806,31249257,V
1806,31265635,V
1806,31372341,V
1806,31444975,V
1806,31471929,V
1806,31523952,V
1806,31902130,V
1806,32055631,V
1806,32181657,V
1806,32312192,V
1806,32476139,V
1806,32678929,V
1806,33115126,V
1806,33464147,V
1806,33578442,V
1806,33600758,V
1806,33929622,V
1806,33935475,V
1806,34051160,V
1806,34308847,V
1806,34393892,V
1806,34543167,V
1806,34561898,V
1806,34699139,V
1806,34768451,V
1806,34782971,V
1806,34837557,V
1806,34838052,V
1806,34848590,V
1806,35063035,V
1806,35510064,V
1806,35597906,V
1806,35906185,V
1806,35968106,V
1806,36103941,V
1806,36129351,V
1806,36129481,V
1806,36251462,V
1806,36396843,V
1806,36527595,V
1806,36539979,V
1806,36961239,V
1806,37342453,V
1806,37397331,V
1806,37581140,V
1806,37599022,V
1806,38057237,V
1806,38076199,V
1806,38783245,V
1806,39009435,V
1806,39564238,V
1806,39977721,V
1806,40043036,V
1806,40493712,V
1806,40532806,V
1806,40620781,V
1806,41440106,V
1806,41481219,V
1806,41770256,V
1806,41919116,V
1806,41947889,V
1806,41954470,V
1806,41971634,V
1806,42046640,V
1806,42059859,V
1806,42109053,V
1806,42355716,V
1806,42479826,V
1806,42500423,V
1806,42649656,V
1806,42670440,V
1806,42766525,V
1806,43115959,V
1806,43313995,V
1806,43322881,V
1806,43378146,V
1806,43428769,V
1806,43554334,V
1806,43738058,V
1806,43738196,V
1806,43889536,V
1806,44610775,V
1806,44894983,V
1806,45091678,V
1806,45514320,V
1806,45521001,V
1806,45761517,V
1806,46218535,V
1806,46222231,V
1806,46281030,V
1806,46299859,V
1806,46793803,V
1806,47222859,V
1806,47230324,V
1806,47442234,V
1806,47738721,V
1806,47807419,V
1806,47828519,V
1806,47884320,V
1806,47884354,V
1806,47890871,V
1806,48040962,V
1806,48150806,V
1806,48151056,V
1806,48296630,V
1806,48373941,V
1806,48408407,V
1806,48418430,V
1806,48650725,V
1806,48748821,V
1806,48797665,V
1806,49033619,V
1806,50085247,V
1806,50200229,V
1806,50200534,V
1806,50216924,V
1806,50430207,V
1806,50430904,V
1806,50779814,V
1806,50862424,V
1806,50895837,V
1806,51559229,V
1806,51708202,V
1806,51746144,V
1806,52162513,V
1806,52416926,V
1806,52741583,V
1806,52885587,V
1806,52902828,V
1806,53070339,V
1806,53117945,V
1806,53278553,V
1806,53330652,V
1806,53559432,V
1806,53736140,V
1806,53743242,V
1806,53808816,V
1806,53863330,V
1806,53870666,V
1806,53931109,V
1806,55368656,V
1806,58002806,V
1806,58812314,V
1806,59300313,V
1806,59302853,V
1806,59441759,V
1806,59464203,V
1806,59464501,V
1806,59553532,V
1806,59928625,V
1806,60569671,V
1806,60570514,V
1806,60571282,V
1806,60571764,V
1806,60583718,V
1806,60623219,V
1806,60853812,V
1806,61024252,V
1806,61899985,V
1806,61902946,V
1806,61906263,V
1806,62153055,V
1806,62628125,V
1806,63708509,V
1806,63822017,V
1806,64180322,V
1806,64221682,V
1806,64564390,V
1806,64939663,V
1806,65070150,V
1806,65163962,V
1806,65244281,V
1806,65386375,V
1806,65598532,V
1806,65621856,V
1806,66186909,V
1806,66673228,V
1806,66745179,V
1806,66819417,V
1806,66819774,V
1806,67081815,V
1806,67302512,V
1806,67368389,V
1806,67522049,V
1806,67821418,V
1806,67996227,V
1806,68046011,V
1806,68185946,V
1806,68356347,V
1806,68548925,V
1806,68654738,V
1806,69144935,V
1806,69301244,V
1806,70293557,V
1806,70944763,V
1806,71191067,V
1806,71356658,V
1806,71749922,V
1806,71750402,V
1806,71826482,V
1806,72131680,V
1806,72355384,V
1806,72510394,V
1806,72753212,V
1806,73305373,V
1806,73517669,V
1806,73555532,V
1806,73672119,V
1806,73988345,V
1806,74069243,V
1806,75015283,V
1806,75552961,V
1806,75558248,V
1806,75613987,V
1806,75702971,V
1806,75760333,V
1806,75828394,V
1806,75923389,V
1806,76183366,V
1806,76183675,V
1806,76506455,V
1806,76538881,V
1806,76665360,V
1806,76667204,V
1806,76799082,V
1806,77135088,V
1806,77791874,V
1806,78107774,V
1806,78434880,V
1806,78582995,V
1806,78589028,V
1806,78736915,V
1806,79089941,V
1806,79115501,V
1806,79186806,V
1806,79190631,V
1806,79286992,V
1806,79780362,V
1806,80108211,V
1806,80151742,V
1806,80182501,V
1806,80506370,V
1806,80521430,V
1806,80530302,V
1806,80568581,V
1806,80642605,V
1806,80660072,V
1806,80752046,V
1806,80817507,V
1806,81036396,V
1806,81111308,V
1806,81111391,V
1806,81223217,V
1806,81248666,V
1806,81291151,V
1806,81450838,V
1806,81465961,V
1806,81579337,V
1806,81947619,V
1806,81999382,V
1806,82065596,V
1806,82090477,V
1806,82234453,V
1806,82316942,V
1806,82328258,V
1806,82614313,V
1806,82667295,V
1806,82667495,V
1806,82688723,V
1806,82731692,V
1806,82731779,V
1806,82731849,V
1806,82739394,V
1806,82935611,V
1806,83018389,V
1806,83228150,V
1806,83355736,V
1806,83516785,V
1806,83534654,V
1806,83594002,V
1806,83755430,V
1806,83755623,V
1806,83775359,V
1806,83785377,V
1806,83786359,V
1806,83787118,V
1806,83834416,V
1806,83838082,V
1806,83839060,V
1806,83860291,V
1806,83936089,V
1806,83936561,V
1806,84368822,V
1806,84503262,V
1806,84548377,V
1806,84573979,V
1806,84646942,V
1806,84647411,V
1806,84665683,V
1806,84687579,V
1806,84751997,V
1806,84752183,V
1806,84844092,V
1806,84859270,V
1806,84875882,V
1806,84901389,V
1806,85064495,V
1806,85153592,V
1806,85332366,V
1806,85338243,V
1806,85353060,V
1806,85353845,V
1806,85399305,V
1806,85399439,V
1806,85399924,V
1806,85433479,V
1806,85536306,V
1806,85543367,V
1806,85571039,V
1806,85628946,V
1806,85678181,V
1806,85678356,V
1806,85678956,V
1806,85679225,V
1806,85679423,V
1806,85864097,V
1806,85908336,V
1806,85909099,V
1806,85909376,V
1806,85910181,V
1806,85954647,V
1806,86164440,V
1806,86360511,V
1806,86511415,V
1806,86540200,V
1806,86562161,V
1806,86613770,V
1806,86830479,V
1806,86913115,V
1806,86969587,V
1806,87157828,V
1806,87178340,V
1806,87180692,V
1806,87282396,V
1806,87411898,V
1806,87565809,V
1806,87575601,V
1806,87678432,V
1806,87889983,V
1806,87925537,V
1806,87928138,V
1806,87965414,V
1806,88287611,V
1806,88706959,V
1806,88944955,V
1806,89036118,V
1806,89056120,V
1806,89066703,V
1806,89488704,V
1806,89879822,V
1806,89973517,V
1806,89973743,V
1806,89974293,V
1806,89976298,V
1806,90077787,V
1806,90134302,V
1806,90298195,V
1806,90328781,V
1806,90683668,V
1806,90740323,V
1806,90808337,V
1806,90931379,V
1806,90931558,V
1806,90932150,V
1806,90932410,V
1806,90940404,V
1806,90940745,V
1806,90940966,V
1806,90953517,V
1806,90953612,V
1806,91058136,V
1806,91058602,V
1806,91258438,V
1806,91289814,V
1806,91454394,V
1806,91886776,V
1806,91987549,V
1806,92002261,V
1806,92036744,V
1806,92094850,V
1806,92268817,V
1806,92276227,V
1806,92358591,V
1806,92436322,V
1806,92484693,V
1806,92701049,V
1806,92706210,V
1806,92706938,V
1806,92715713,V
1806,92733948,V
1806,93075107,V
1806,93183075,V
1806,93707592,V
1806,93753344,V
1806,93966486,V
1806,94158172,V
1806,94171239,V
1806,94182109,V
1806,94377678,V
1806,94528129,V
1806,94763404,V
1806,94777385,V
1806,94908091,V
1806,95016316,V
1806,95016772,V
1806,95041557,V
1806,95079871,V
1806,95324811,V
1806,95645526,V
1806,95646168,V
1806,95673020,V
1806,95833352,V
1806,95850975,V
1806,95854935,V
1806,95855770,V
1806,95873132,V
1806,95891716,V
1806,95914014,V
1806,96110787,V
1806,96187535,V
1806,96333389,V
1806,96355153,V
1806,96452863,V
1806,96802342,V
1806,97199161,V
1806,97409738,V
1806,97471354,V
1806,97475107,V
1806,97499340,V
1806,97499825,V
1806,97623318,V
1806,97834116,V
1806,97943699,V
1806,97953096,V
1806,97974898,V
1806,98183858,V
1806,98235978,V
1806,98405363,V
1806,98412797,V
1806,98463452,V
1806,98873190,V
1806,99137085,V
1806,99305773,V
1806,99422336,V
1806,99422750,V
1806,99423175,V
1806,99473258,V
1806,99758467,V
1806,99846695,V
1806,99856990,V
1806,99896659,V
1806,99961032,V
1806,99977025,V
1806,99977211,V
1806,100035223,V
1806,100387348,V
1806,100752954,V
1806,100754187,V
1806,100754721,V
1806,100779245,V
1806,100859830,V
1806,100926008,V
1806,100974381,V
1806,101007646,V
1806,101089080,V
1806,101146570,V
1806,101369802,V
1806,101370728,V
1806,101476031,V
1806,101505837,V
1806,101528459,V
1806,101598506,V
1806,101614887,V
1806,101645080,V
1806,101659422,V
1806,101675094,V
1806,101803160,V
1806,101847908,V
1806,102131901,V
1806,102152294,V
1806,102196717,V
1806,102267642,V
1806,102343960,V
1806,102438255,V
1806,102458363,V
1806,102467559,V
1806,102494046,V
1806,102760135,V
1806,102932187,V
1806,102933208,V
1806,102964428,V
1806,102981825,V
1806,103036102,V
1806,103044692,V
1806,103064531,V
1806,103248151,V
1806,103248642,V
1806,103436379,V
1806,103538741,V
1806,103542501,V
1806,103771815,V
1806,103884482,V
1806,103964596,V
1806,103968841,V
1806,104018775,V
1806,104162283,V
1806,104292462,V
1806,104519060,V
1806,104610567,V
1806,104665142,V
1806,104786389,V
1806,105094807,V
1806,105110506,V
1806,105110931,V
1806,105147311,V
1806,105148457,V
1806,105148888,V
1806,105149398,V
1806,105238574,V
1806,105245889,V
1806,105337876,V
1806,105344730,V
1806,105682284,V
1806,105747356,V
1806,105859248,V
1806,106026021,V
1806,106056867,V
1806,106186581,V
1806,106245376,V
1806,106339799,V
1806,106378592,V
1806,106480171,V
1806,106480758,V
1806,106482721,V
1806,106492111,V
1806,106507508,V
1806,106741073,V
1806,113759060,V
1806,115491755,V
1806,116201537,V
1806,116355768,V
1806,116481466,V
1806,116687202,V
1806,116687689,V
1806,116809099,V
1806,116827147,V
1806,116904798,V
1806,116957855,V
1806,117062691,V
1806,117125795,V
1806,117357005,V
1806,117419868,V
1806,117423303,V
1806,121761797,V
1806,121800510,V
1806,123542385,V
1806,125212403,V
1806,126218666,V
1806,127541110,V
1806,127990725,V
1806,130223048,V
1806,130457358,V
1806,132441982,V
1806,132534042,V
1806,134216107,V
1806,134524116,V
1806,135491445,V
1806,135491702,V
1806,136259679,V
1806,137108406,V
1806,138182304,V
1806,140116416,V
1806,143627450,V
1806,144545259,V
1806,147340154,V
1806,148181710,V
1806,148182093,V
1806,148270912,V
1806,148623972,V
1806,148769715,V
1806,149425327,V
1806,149518178,V
1806,150169760,V
1806,150187505,V
1806,151240996,V
1806,151617521,V
1806,151697298,V
1806,151870412,V
1806,151873295,V
1806,151985804,V
1806,152129435,V
1806,152189563,V
1806,152527663,V
1806,152591324,V
1806,153174397,V
1806,153278808,V
1806,153420273,V
1806,153433147,V
1806,153497677,V
1806,153520613,V
1806,153526161,V
1806,153579178,V
1806,153644420,V
1806,153751679,V
1806,153846957,V
1806,153958383,V
1806,154216518,V
1806,154295821,V
1806,154416464,V
1806,154449460,V
1806,154635192,V
1806,154899001,V
1806,154990164,V
1806,155046677,V
1806,155194558,V
1806,155202927,V
1806,155203101,V
1806,155323177,V
1806,155708314,V
1806,155870477,V
1806,156048989,V
1806,156095470,V
1806,156131719,V
1806,156176896,V
1806,156484676,V
1806,156758361,V
1806,156787607,V
1806,156848404,V
1806,157081305,V
1806,157179840,V
1806,157180024,V
1806,157180535,V
1806,157208087,V
1806,157324359,V
1806,157368176,V
1806,157370678,V
1806,157984408,V
1806,158112290,V
1806,158293505,V
1806,158489678,V
1806,158510782,V
1806,158742703,V
1806,158835762,V
1806,158999639,V
1806,159292240,V
1806,159297313,V
1806,159332120,V
1806,159468191,V
1806,159809894,V
1806,159890417,V
1806,159911844,V
1806,160075259,V
1806,160261212,V
1806,160617521,V
1806,161024155,V
1806,161220875,V
1806,161380253,V
1806,161571640,V
1806,161613423,V
1806,161879899,V
1806,162004534,V
1806,162298649,V
1806,162386562,V
1806,162500264,V
1806,162563844,V
1806,162647005,V
1806,162808282,V
1806,163126661,V
1806,163327080,V
1806,163385914,V
1806,163424667,V
1806,163770362,V
1806,164079272,V
1806,164130712,V
1806,164212074,V
1806,164345873,V
1806,164704791,V
1806,164715155,V
1806,164726362,V
1806,164822728,V
1806,164955855,V
1806,165085529,V
1806,165138382,V
1806,165223117,V
1806,165494911,V
1806,165561124,V
1806,165592151,V
1806,165630189,V
1806,165708834,V
1806,166114569,V
1806,166211531,V
1806,166252128,V
1806,166388903,V
1806,166389500,V
1806,166412506,V
1806,166458698,V
1806,166539161,V
1806,166582670,V
1806,166609240,V
1806,166823775,V
1806,166985642,V
1806,166992509,V
1806,167053167,V
1806,167077388,V
1806,167165925,V
1806,167194639,V
1806,167286585,V
1806,167287014,V
1806,167287681,V
1806,167288786,V
1806,167331177,V
1806,167341782,V
1806,167599292,V
1806,167680429,V
1806,167681039,V
1806,167749527,V
1806,167759727,V
1806,167837074,V
1806,167920394,V
1806,168003089,V
1806,168095505,V
1806,168164721,V
1806,168565220,V
1806,168721318,V
1806,168789786,V
1806,169126480,V
1806,169208273,V
1806,169251237,V
1806,169579159,V
1806,169579827,V
1806,169653315,V
1806,170040173,V
1806,170066977,V
1806,170268230,V
1806,170269854,V
1806,170634574,V
1806,170857364,V
1806,170858747,V
1806,171121611,V
1806,171244688,V
1806,171495871,V
1806,171531206,V
1806,171532624,V
1806,171959784,V
1806,171993737,V
1806,171994114,V
1806,171996198,V
1806,172000942,V
1806,172014759,V
1806,173033945,V
1806,174431146,V
1806,175677706,V
1806,176698187,V
1806,176953933,V
1806,176990869,V
1806,176997936,V
1806,177204659,V
1806,177240102,V
1806,177310730,V
1806,177311295,V
1806,177458968,V
1806,177461330,V
1806,177633323,V
1806,177680907,V
1806,177844998,V
1806,178024220,V
1806,178386958,V
1806,178392654,V
1806,178430021,V
1806,178494712,V
1806,178498630,V
1806,178499222,V
1806,178517886,V
1806,178527716,V
1806,178652316,V
1806,179310927,V
1806,179539124,V
1806,179570498,V
1806,179645417,V
1806,179872049,V
1806,180139945,V
1806,180481823,V
1806,180535620,V
1806,180689957,V
1806,181277922,V
1806,181399389,V
1806,181479571,V
1806,181479927,V
1806,181480147,V
1806,181480912,V
1806,181625727,V
1806,181626397,V
1806,181678803,V
1806,181722910,V
1806,181899115,V
1806,181950079,V
1806,182013247,V
1806,182052037,V
1806,182230670,V
1806,182261065,V
1806,182338296,V
1806,182660487,V
1806,182692557,V
1806,182776087,V
1806,182862142,V
1806,182972420,V
1806,183078860,V
1806,183572476,V
1806,183661979,V
1806,183731499,V
1806,183819239,V
1806,183955644,V
1806,184142952,V
1806,184161755,V
1806,184335627,V
1806,184370617,V
1806,184377537,V
1806,184468247,V
1806,184515907,V
1806,184652944,V
1806,184717570,V
1806,184882176,V
1806,185285851,V
1806,185581534,V
1806,185640962,V
1806,185948022,V
1806,186027911,V
1806,186227165,V
1806,186265239,V
1806,186316088,V
1806,186703310,V
1806,186821248,V
1806,186821627,V
1806,186823773,V
1806,186824267,V
1806,186836420,V
1806,186946284,V
1806,187589718,V
1806,187679556,V
1806,187679638,V
1806,187851649,V
1806,187935544,V
1806,188055330,V
1806,188181704,V
1806,188221316,V
1806,188430088,V
1806,188482360,V
1806,188799858,V
1806,188855796,V
1806,188897223,V
1806,188978484,V
1806,189035022,V
1806,189152595,V
1806,189285991,V
1806,189287027,V
1806,189287520,V
1806,189411493,V
1806,189453874,V
1806,189454197,V
1806,189496566,V
1806,189498417,V
1806,189511725,V
1806,189523243,V
1806,189548611,V
1806,189585731,V
1806,189596201,V
1806,189624083,V
1806,189653976,V
1806,189654132,V
1806,189688347,V
1806,190666393,V
1806,190942968,V
1806,192129959,V
1806,192210246,V
1806,195333086,V
1806,199735803,V
1806,199887532,V
1806,200026114,V
1806,200362371,V
1806,200366020,V
1806,200597491,V
1806,200824161,V
1806,201373126,V
1806,201397538,V
1806,201733261,V
1806,201733895,V
1806,201734642,V
1806,201741843,V
1806,203389115,V
1806,203619474,V
1806,203778285,V
1806,203832647,V
1806,203860065,V
1806,204154589,V
1806,204380650,V
1806,204380700,V
1806,204501007,V
1806,204501576,V
1806,204636899,V
1806,204649608,V
1806,205302251,V
1806,205386865,V
1806,205484084,V
1806,205487516,V
1806,205488444,V
1806,205630386,V
1806,205939695,V
1806,206023047,V
1806,206130635,V
1806,206132366,V
1806,206134101,V
1806,206141447,V
1806,206141960,V
1806,206300302,V
1806,206361924,V
1806,207251320,V
1806,207471165,V
1806,208171406,V
1806,208297029,V
1806,208365860,V
1806,208791342,V
1806,208812991,V
1806,208872341,V
1806,208879133,V
1806,208879805,V
1806,208880266,V
1806,208906542,V
1806,208981613,V
1806,209249741,V
1806,209280078,V
1806,209365272,V
1806,209626340,V
1806,209988805,V
1806,210019910,V
1806,210181078,V
1806,210361109,V
1806,210361450,V
1806,210500628,V
1806,210664592,V
1806,210780411,V
1806,210901225,V
1806,211029890,V
1806,211031053,V
1806,211042449,V
1806,211284236,V
1806,211335676,V
1806,211376366,V
1806,211418577,V
1806,211766403,V
1806,211868169,V
1806,212067289,V
1806,212209276,V
1806,212239047,V
1806,212239427,V
1806,212490377,V
1806,212597570,V
1806,212702839,V
1806,212703959,V
1806,212880293,V
1806,212952355,V
1806,213151137,V
1806,213166994,V
1806,213345731,V
1806,213346299,V
1806,213462867,V
1806,213463605,V
1806,213763504,V
1806,213802259,V
1806,213939708,V
1806,213940055,V
1806,214097023,V
1806,214228829,V
1806,214469713,V
1806,214739037,V
1806,214777967,V
1806,214894247,V
1806,214928432,V
1806,214984470,V
1806,214995612,V
1806,215063051,V
1806,215151611,V
1806,215151845,V
1806,215178298,V
1806,215186724,V
1806,215317800,V
1806,215378392,V
1806,215935695,V
1806,215962613,V
1806,215986042,V
1806,215986191,V
1806,215986432,V
1806,216533879,V
1806,216534144,V
1806,216537677,V
1806,218124961,V
1806,218786978,V
1806,218787104,V
1806,218787260,V
1806,218787337,V
1806,219068995,V
1806,219083757,V
1806,219193461,V
1806,219302418,V
1806,219642462,V
1806,219645090,V
1806,219685547,V
1806,220217043,V
1806,220355073,V
1806,220463670,V
1806,220874119,V
1806,221496335,V
1806,221497433,V
1806,221708254,V
1806,222601617,V
1806,222694443,V
1806,223086129,V
1806,223368835,V
1806,223384490,V
1806,223441939,V
1806,224298138,V
1806,224824300,V
1806,224921262,V
1806,225076834,V
1806,225077266,V
1806,225077698,V
1806,225078158,V
1806,225078346,V
1806,225148157,V
1806,225364621,V
1806,225488527,V
1806,225812564,V
1806,225992894,V
1806,226091660,V
1806,226109375,V
1806,226197843,V
1806,226198672,V
1806,226363085,V
1806,226434882,V
1806,226784567,V
1806,226813926,V
1806,226840491,V
1806,226980839,V
1806,226981478,V
1806,226981620,V
1806,227027562,V
1806,227112487,V
1806,227137083,V
1806,227137319,V
1806,227137859,V
1806,227137992,V
1806,227138150,V
1806,227138382,V
1806,227194282,V
1806,227248256,V
1806,227329884,V
1806,227382858,V
1806,227419048,V
1806,227716414,V
1806,227756016,V
1806,227946279,V
1806,228089164,V
1806,228109872,V
1806,228266785,V
1806,228267536,V
1806,228686450,V
1806,228721164,V
1806,228743360,V
1806,228804970,V
1806,228912027,V
1806,229110851,V
1806,229292583,V
1806,229345077,V
1806,229361685,V
1806,229788690,V
1806,229789167,V
1806,229820403,V
1806,230131100,V
1806,230304970,V
1806,230442188,V
1806,230487683,V
1806,230939552,V
1806,231487351,V
1806,231587572,V
1806,231809016,V
1806,232013522,V
1806,232446947,V
1806,232579340,V
1806,232700921,V
1806,232805111,V
1806,233043794,V
1806,233078095,V
1806,233677767,V
1806,233709343,V
1806,233781924,V
1806,233820143,V
1806,233822445,V
1806,234001742,V
1806,234042530,V
1806,234269588,V
1806,234486513,V
1806,234505436,V
1806,234696868,V
1806,234969120,V
1806,234997686,V
1806,235086584,V
1806,235132557,V
1806,235538687,V
1806,235652733,V
1806,235716102,V
1806,235716461,V
1806,235919625,V
1806,236190986,V
1806,236296577,V
1806,236332167,V
1806,236478132,V
1806,236484986,V
1806,236600890,V
1806,239163488,V
1806,241464674,V
1806,241598361,V
1806,241635353,V
1806,241635906,V
1806,241759726,V
1806,241821523,V
1806,241821774,V
1806,241822946,V
1806,241900407,V
1806,241943087,V
1806,242001425,V
1806,242160802,V
1806,242264420,V
1806,242265632,V
1806,242266115,V
1806,242286703,V
1806,242382735,V
1806,242489689,V
1806,242504088,V
1806,242504460,V
1806,242606785,V
1806,242726032,V
1806,242797725,V
1806,243106273,V
1806,243449267,V
1806,243531324,V
1806,243563349,V
1806,243565694,V
1806,243941891,V
1806,244170177,V
1806,244172464,V
1806,244244399,V
1806,244294997,V
1806,244515047,V
1806,244560696,V
1806,244560829,V
1806,244821092,V
1806,244834222,V
1806,244834558,V
1806,248909202,V
1806,252909362,V
1806,263842225,V
1806,263861120,V
1806,264107112,V
1806,264139515,V
1806,264325540,V
1806,264382429,V
1806,264479568,V
1806,264571076,V
1806,264740171,V
1806,264838943,V
1806,265020351,V
1806,265293264,V
1806,265431630,V
1806,265522239,V
1806,265589988,V
1806,266002299,V
1806,266199039,V
1806,266202436,V
1806,266369395,V
1806,266408288,V
1806,272751922,V
1806,274720752,V
1806,276968013,V
1806,277840903,V
1806,280046720,V
1806,285507899,V
1806,287381718,V
1806,290043974,V
1806,291708972,V
1806,310268745,V
1806,310588185,V
1806,310668962,V
1806,318215355,V
1806,318412630,V
1806,324513898,V
1806,325097807,V
1806,330477835,V
1806,340229851,V
1806,354471720,V
1806,371890449,V
1806,386846361,V
1806,387204694,V
1806,395380039,V
1806,399056373,V
1806,402210527,V
1806,407136734,V
1806,408190376,V
1806,412261100,V
1806,415835363,V
1806,416224011,V
1806,421872451,V
1806,424586415,V
1806,426433500,V
1806,428405313,V
1806,428699153,V
1806,429621594,V
1806,429689355,V
1806,429695924,V
1806,429801022,V
1806,429973730,V
1806,429985304,V
1806,430023733,V
1806,430040672,V
1806,430848739,V
1806,430849356,V
1806,431659410,V
1806,431878313,V
1806,432262872,V
1806,433413748,V
1806,437303136,V
1806,437356980,V
1806,444732943,V
1806,454739195,V
1806,455614083,V
1806,463859071,V
1806,474134951,V
1806,476966772,V
1806,478915352,V
1806,485348717,V
1806,492205974,V
1806,509793053,V
1806,510691271,V
1806,515562747,V
1806,515873573,V
1806,517505597,V
1806,521913845,V
1806,527572299,V
1806,528282848,V
1806,556872198,V
1806,561293409,V
1806,574504057,V
1806,574526509,V
1806,574555810,V
1806,574902687,V
1806,575015739,V
1806,575016008,V
1806,575290059,V
1806,575389789,V
1806,575418848,V
1806,575432193,V
1806,575469443,V
1806,575561678,V
1806,576263518,V
1806,576456296,V
1806,576635310,V
1806,576842545,V
1806,577382027,V
1806,577544139,V
1806,577701572,V
1806,577728942,V
1806,577838188,V
1806,577910472,V
1806,578397471,V
1806,578590302,V
1806,579601799,V
1806,579602085,V
1806,579633773,V
1806,579745912,V
1806,598887302,V
1806,601993122,V
1806,606488552,V
1806,609033357,V
1806,80382,R
1806,114534,R
1806,114537,R
1806,114588,R
1806,122654,R
1806,141967,R
1806,196720,R
1806,196790,R
1806,235564,R
1806,315920,R
1806,315925,R
1806,399692,R
1806,527610,R
1806,635112,R
1806,909012,R
1806,929378,R
1806,942496,R
1806,978619,R
1806,978635,R
1806,1002196,R
1806,1002306,R
1806,1110067,R
1806,1198574,R
1806,1252629,R
1806,1252665,R
1806,1252686,R
1806,1252694,R
1806,1252719,R
1806,1252858,R
1806,1253881,R
1806,1254010,R
1806,1254334,R
1806,1254378,R
1806,1254384,R
1806,1254423,R
1806,1254436,R
1806,1255122,R
1806,1255130,R
1806,1255136,R
1806,1255150,R
1806,1255160,R
1806,1255167,R
1806,1255171,R
1806,1255173,R
1806,1255195,R
1806,1255399,R
1806,1256342,R
1806,1256420,R
1806,1256746,R
1806,1256891,R
1806,1256896,R
1806,1256914,R
1806,1257233,R
1806,1257325,R
1806,1257504,R
1806,1259097,R
1806,1259109,R
1806,1259121,R
1806,1259225,R
1806,1259258,R
1806,1259262,R
1806,1259268,R
1806,1259289,R
1806,1259297,R
1806,1259298,R
1806,1259305,R
1806,1259925,R
1806,1259933,R
1806,1259952,R
1806,1259961,R
1806,1259964,R
1806,1261115,R
1806,1261575,R
1806,1262734,R
1806,1270208,R
1806,1271786,R
1806,1271981,R
1806,1272141,R
1806,1272989,R
1806,1275044,R
1806,1275162,R
1806,1275710,R
1806,1275718,R
1806,1314013,R
1806,1314038,R
1806,1321238,R
1806,1323394,R
1806,1331720,R
1806,1331733,R
1806,1331756,R
